,Altitude,Alt Unit,Datetime
671,45.5,M,2024-09-09 02:24:26
672,45.3,M,2024-09-09 02:24:27
673,45.2,M,2024-09-09 02:24:28
674,45.0,M,2024-09-09 02:24:29
675,44.7,M,2024-09-09 02:24:30
676,44.7,M,2024-09-09 02:24:31
677,44.6,M,2024-09-09 02:24:32
678,44.5,M,2024-09-09 02:24:33
679,44.1,M,2024-09-09 02:24:34
680,44.1,M,2024-09-09 02:24:35
681,44.1,M,2024-09-09 02:24:36
682,43.9,M,2024-09-09 02:24:37
683,43.8,M,2024-09-09 02:24:38
684,44.0,M,2024-09-09 02:24:39
685,44.1,M,2024-09-09 02:24:40
686,44.3,M,2024-09-09 02:24:41
687,44.4,M,2024-09-09 02:24:42
688,44.8,M,2024-09-09 02:24:43
689,44.9,M,2024-09-09 02:24:44
690,44.8,M,2024-09-09 02:24:45
691,44.7,M,2024-09-09 02:24:46
692,44.4,M,2024-09-09 02:24:47
693,44.2,M,2024-09-09 02:24:48
694,43.9,M,2024-09-09 02:24:49
695,43.9,M,2024-09-09 02:24:50
696,44.0,M,2024-09-09 02:24:51
697,44.0,M,2024-09-09 02:24:52
698,44.0,M,2024-09-09 02:24:53
699,44.1,M,2024-09-09 02:24:54
700,43.8,M,2024-09-09 02:24:55
701,43.9,M,2024-09-09 02:24:56
702,43.5,M,2024-09-09 02:24:57
703,43.2,M,2024-09-09 02:24:58
704,42.9,M,2024-09-09 02:24:59
705,42.5,M,2024-09-09 02:25:00
706,42.5,M,2024-09-09 02:25:01
707,42.5,M,2024-09-09 02:25:02
708,42.6,M,2024-09-09 02:25:03
709,42.2,M,2024-09-09 02:25:04
710,42.4,M,2024-09-09 02:25:05
711,42.3,M,2024-09-09 02:25:06
712,42.0,M,2024-09-09 02:25:07
713,41.7,M,2024-09-09 02:25:08
714,41.4,M,2024-09-09 02:25:09
715,41.0,M,2024-09-09 02:25:10
716,40.4,M,2024-09-09 02:25:11
717,40.0,M,2024-09-09 02:25:12
718,39.8,M,2024-09-09 02:25:13
719,39.5,M,2024-09-09 02:25:14
720,39.4,M,2024-09-09 02:25:15
721,39.3,M,2024-09-09 02:25:16
722,39.0,M,2024-09-09 02:25:17
723,39.0,M,2024-09-09 02:25:18
724,38.5,M,2024-09-09 02:25:19
725,38.1,M,2024-09-09 02:25:20
726,38.1,M,2024-09-09 02:25:21
727,37.6,M,2024-09-09 02:25:22
728,37.4,M,2024-09-09 02:25:23
729,36.5,M,2024-09-09 02:25:24
730,36.3,M,2024-09-09 02:25:25
731,36.4,M,2024-09-09 02:25:26
732,36.2,M,2024-09-09 02:25:27
733,35.7,M,2024-09-09 02:25:28
734,35.3,M,2024-09-09 02:25:29
735,35.0,M,2024-09-09 02:25:30
736,34.9,M,2024-09-09 02:25:31
737,35.1,M,2024-09-09 02:25:32
738,35.3,M,2024-09-09 02:25:33
739,34.7,M,2024-09-09 02:25:34
740,34.6,M,2024-09-09 02:25:35
741,34.2,M,2024-09-09 02:25:36
742,33.9,M,2024-09-09 02:25:37
743,33.7,M,2024-09-09 02:25:38
744,33.2,M,2024-09-09 02:25:39
745,32.9,M,2024-09-09 02:25:40
746,32.9,M,2024-09-09 02:25:41
747,33.0,M,2024-09-09 02:25:42
748,33.2,M,2024-09-09 02:25:43
749,33.0,M,2024-09-09 02:25:44
750,32.9,M,2024-09-09 02:25:45
751,33.2,M,2024-09-09 02:25:46
752,33.5,M,2024-09-09 02:25:47
753,33.6,M,2024-09-09 02:25:48
754,33.4,M,2024-09-09 02:25:49
755,33.2,M,2024-09-09 02:25:50
756,33.1,M,2024-09-09 02:25:51
757,34.4,M,2024-09-09 02:25:52
758,35.8,M,2024-09-09 02:25:53
759,37.2,M,2024-09-09 02:25:54
760,38.2,M,2024-09-09 02:25:55
761,39.2,M,2024-09-09 02:25:56
762,40.3,M,2024-09-09 02:25:57
763,41.8,M,2024-09-09 02:25:58
764,43.3,M,2024-09-09 02:25:59
765,44.6,M,2024-09-09 02:26:00
766,45.9,M,2024-09-09 02:26:01
767,47.2,M,2024-09-09 02:26:02
768,48.8,M,2024-09-09 02:26:03
769,50.3,M,2024-09-09 02:26:04
770,51.6,M,2024-09-09 02:26:05
771,52.9,M,2024-09-09 02:26:06
772,54.0,M,2024-09-09 02:26:07
773,55.1,M,2024-09-09 02:26:08
774,56.2,M,2024-09-09 02:26:09
775,57.0,M,2024-09-09 02:26:10
776,57.6,M,2024-09-09 02:26:11
777,58.3,M,2024-09-09 02:26:12
778,58.8,M,2024-09-09 02:26:13
779,59.0,M,2024-09-09 02:26:14
780,59.8,M,2024-09-09 02:26:15
781,60.2,M,2024-09-09 02:26:16
782,60.3,M,2024-09-09 02:26:17
783,57.0,M,2024-09-09 02:26:18
784,54.9,M,2024-09-09 02:26:19
785,54.2,M,2024-09-09 02:26:20
786,53.1,M,2024-09-09 02:26:21
787,52.0,M,2024-09-09 02:26:22
788,50.9,M,2024-09-09 02:26:23
789,50.2,M,2024-09-09 02:26:24
790,49.9,M,2024-09-09 02:26:25
791,49.2,M,2024-09-09 02:26:26
792,48.8,M,2024-09-09 02:26:27
793,48.3,M,2024-09-09 02:26:28
794,48.3,M,2024-09-09 02:26:29
795,48.3,M,2024-09-09 02:26:30
796,47.9,M,2024-09-09 02:26:31
797,47.6,M,2024-09-09 02:26:32
798,47.2,M,2024-09-09 02:26:33
799,46.9,M,2024-09-09 02:26:34
800,46.7,M,2024-09-09 02:26:35
801,46.5,M,2024-09-09 02:26:36
802,46.3,M,2024-09-09 02:26:37
803,46.1,M,2024-09-09 02:26:38
804,45.9,M,2024-09-09 02:26:39
805,45.7,M,2024-09-09 02:26:40
806,45.6,M,2024-09-09 02:26:41
807,45.8,M,2024-09-09 02:26:42
808,46.1,M,2024-09-09 02:26:43
809,46.0,M,2024-09-09 02:26:44
810,46.2,M,2024-09-09 02:26:45
811,46.0,M,2024-09-09 02:26:46
812,45.8,M,2024-09-09 02:26:47
813,45.4,M,2024-09-09 02:26:48
814,45.2,M,2024-09-09 02:26:49
815,45.2,M,2024-09-09 02:26:50
816,45.8,M,2024-09-09 02:26:51
817,47.0,M,2024-09-09 02:26:52
818,48.3,M,2024-09-09 02:26:53
819,49.3,M,2024-09-09 02:26:54
820,50.4,M,2024-09-09 02:26:55
821,51.1,M,2024-09-09 02:26:56
822,51.7,M,2024-09-09 02:26:57
823,51.1,M,2024-09-09 02:26:58
824,50.5,M,2024-09-09 02:26:59
825,49.9,M,2024-09-09 02:27:00
826,49.7,M,2024-09-09 02:27:01
827,48.6,M,2024-09-09 02:27:02
828,47.1,M,2024-09-09 02:27:03
829,45.2,M,2024-09-09 02:27:04
830,43.5,M,2024-09-09 02:27:05
831,41.1,M,2024-09-09 02:27:06
832,39.5,M,2024-09-09 02:27:07
833,37.6,M,2024-09-09 02:27:08
834,35.8,M,2024-09-09 02:27:09
835,33.8,M,2024-09-09 02:27:10
836,31.6,M,2024-09-09 02:27:11
837,29.3,M,2024-09-09 02:27:12
838,28.9,M,2024-09-09 02:27:13
839,28.4,M,2024-09-09 02:27:14
840,28.0,M,2024-09-09 02:27:15
841,27.6,M,2024-09-09 02:27:16
842,27.5,M,2024-09-09 02:27:17
843,27.4,M,2024-09-09 02:27:18
844,27.2,M,2024-09-09 02:27:19
845,28.1,M,2024-09-09 02:27:20
846,27.8,M,2024-09-09 02:27:21
847,29.3,M,2024-09-09 02:27:22
848,32.5,M,2024-09-09 02:27:23
849,35.3,M,2024-09-09 02:27:24
850,36.5,M,2024-09-09 02:27:25
851,36.5,M,2024-09-09 02:27:26
852,37.9,M,2024-09-09 02:27:27
853,39.5,M,2024-09-09 02:27:28
854,41.3,M,2024-09-09 02:27:29
855,42.4,M,2024-09-09 02:27:30
856,43.2,M,2024-09-09 02:27:31
857,43.8,M,2024-09-09 02:27:32
858,43.7,M,2024-09-09 02:27:33
859,43.5,M,2024-09-09 02:27:34
860,43.2,M,2024-09-09 02:27:35
861,43.0,M,2024-09-09 02:27:36
862,42.4,M,2024-09-09 02:27:37
863,42.8,M,2024-09-09 02:27:38
864,43.0,M,2024-09-09 02:27:39
865,42.8,M,2024-09-09 02:27:40
866,42.5,M,2024-09-09 02:27:41
867,42.5,M,2024-09-09 02:27:42
868,42.5,M,2024-09-09 02:27:43
869,42.4,M,2024-09-09 02:27:44
870,42.4,M,2024-09-09 02:27:45
871,42.7,M,2024-09-09 02:27:46
872,43.0,M,2024-09-09 02:27:47
873,43.3,M,2024-09-09 02:27:48
874,43.3,M,2024-09-09 02:27:49
875,43.4,M,2024-09-09 02:27:50
876,43.7,M,2024-09-09 02:27:51
877,44.1,M,2024-09-09 02:27:52
878,44.1,M,2024-09-09 02:27:53
879,44.2,M,2024-09-09 02:27:54
880,44.1,M,2024-09-09 02:27:55
881,43.9,M,2024-09-09 02:27:56
882,43.8,M,2024-09-09 02:27:57
883,43.5,M,2024-09-09 02:27:58
884,43.2,M,2024-09-09 02:27:59
885,42.8,M,2024-09-09 02:28:00
886,42.6,M,2024-09-09 02:28:01
887,42.6,M,2024-09-09 02:28:02
888,42.3,M,2024-09-09 02:28:03
889,41.4,M,2024-09-09 02:28:04
890,40.6,M,2024-09-09 02:28:05
891,39.9,M,2024-09-09 02:28:06
892,39.2,M,2024-09-09 02:28:07
893,39.3,M,2024-09-09 02:28:08
894,39.3,M,2024-09-09 02:28:09
895,39.4,M,2024-09-09 02:28:10
896,39.3,M,2024-09-09 02:28:11
897,39.1,M,2024-09-09 02:28:12
898,38.9,M,2024-09-09 02:28:13
899,38.5,M,2024-09-09 02:28:14
900,37.9,M,2024-09-09 02:28:15
901,37.7,M,2024-09-09 02:28:16
902,37.8,M,2024-09-09 02:28:17
903,38.0,M,2024-09-09 02:28:18
904,38.1,M,2024-09-09 02:28:19
905,38.1,M,2024-09-09 02:28:20
906,37.7,M,2024-09-09 02:28:21
907,37.5,M,2024-09-09 02:28:22
908,37.3,M,2024-09-09 02:28:23
909,37.0,M,2024-09-09 02:28:24
910,36.7,M,2024-09-09 02:28:25
911,36.6,M,2024-09-09 02:28:26
912,36.3,M,2024-09-09 02:28:27
913,36.0,M,2024-09-09 02:28:28
914,35.7,M,2024-09-09 02:28:29
915,35.4,M,2024-09-09 02:28:30
916,35.0,M,2024-09-09 02:28:31
917,34.8,M,2024-09-09 02:28:32
918,34.5,M,2024-09-09 02:28:33
919,34.1,M,2024-09-09 02:28:34
920,33.8,M,2024-09-09 02:28:35
921,33.6,M,2024-09-09 02:28:36
922,33.4,M,2024-09-09 02:28:37
923,33.4,M,2024-09-09 02:28:38
924,33.3,M,2024-09-09 02:28:39
925,32.8,M,2024-09-09 02:28:40
926,32.5,M,2024-09-09 02:28:41
927,32.3,M,2024-09-09 02:28:42
928,31.9,M,2024-09-09 02:28:43
929,31.7,M,2024-09-09 02:28:44
930,31.2,M,2024-09-09 02:28:45
931,31.2,M,2024-09-09 02:28:46
932,30.6,M,2024-09-09 02:28:47
933,30.8,M,2024-09-09 02:28:48
934,30.6,M,2024-09-09 02:28:49
935,30.7,M,2024-09-09 02:28:50
936,30.8,M,2024-09-09 02:28:51
937,30.9,M,2024-09-09 02:28:52
938,31.1,M,2024-09-09 02:28:53
939,31.1,M,2024-09-09 02:28:54
940,31.1,M,2024-09-09 02:28:55
941,31.7,M,2024-09-09 02:28:56
942,32.2,M,2024-09-09 02:28:57
943,32.5,M,2024-09-09 02:28:58
944,32.6,M,2024-09-09 02:28:59
945,32.6,M,2024-09-09 02:29:00
946,32.8,M,2024-09-09 02:29:01
947,32.5,M,2024-09-09 02:29:02
948,32.3,M,2024-09-09 02:29:03
949,36.0,M,2024-09-09 02:29:04
950,36.2,M,2024-09-09 02:29:05
951,36.1,M,2024-09-09 02:29:06
952,36.0,M,2024-09-09 02:29:07
953,35.9,M,2024-09-09 02:29:08
954,35.9,M,2024-09-09 02:29:09
955,35.8,M,2024-09-09 02:29:10
956,35.7,M,2024-09-09 02:29:11
957,35.7,M,2024-09-09 02:29:12
958,,,2024-09-09 02:21:14
959,,,2024-09-09 02:21:15
960,,,2024-09-09 02:21:16
961,,,2024-09-09 02:21:17
962,,,2024-09-09 02:21:17
963,,,2024-09-09 02:21:19
964,,,2024-09-09 02:21:20
965,,,2024-09-09 02:21:21
966,,,2024-09-09 02:21:22
967,,,2024-09-09 02:21:23
968,,,2024-09-09 02:21:24
969,,,2024-09-09 02:21:25
970,,,2024-09-09 02:21:26
971,,,2024-09-09 02:21:27
972,,,2024-09-09 02:21:28
973,,,2024-09-09 02:21:29
974,,,2024-09-09 02:21:30
975,,,2024-09-09 02:21:31
976,56.1,M,2024-09-09 02:21:32
977,56.0,M,2024-09-09 02:21:33
978,55.9,M,2024-09-09 02:21:34
979,55.6,M,2024-09-09 02:21:35
980,54.8,M,2024-09-09 02:21:36
981,54.4,M,2024-09-09 02:21:37
982,54.0,M,2024-09-09 02:21:38
983,53.9,M,2024-09-09 02:21:39
984,53.5,M,2024-09-09 02:21:40
985,53.2,M,2024-09-09 02:21:41
986,52.9,M,2024-09-09 02:21:42
987,52.8,M,2024-09-09 02:21:43
988,53.0,M,2024-09-09 02:21:44
989,52.8,M,2024-09-09 02:21:45
990,53.1,M,2024-09-09 02:21:46
991,53.5,M,2024-09-09 02:21:47
992,53.6,M,2024-09-09 02:21:48
993,53.9,M,2024-09-09 02:21:49
994,53.9,M,2024-09-09 02:21:50
995,53.6,M,2024-09-09 02:21:51
996,54.4,M,2024-09-09 02:21:52
997,54.4,M,2024-09-09 02:21:53
998,54.8,M,2024-09-09 02:21:54
999,54.9,M,2024-09-09 02:21:55
1000,55.0,M,2024-09-09 02:21:56
1001,54.6,M,2024-09-09 02:21:57
1002,54.7,M,2024-09-09 02:21:58
1003,54.3,M,2024-09-09 02:21:59
1004,54.4,M,2024-09-09 02:22:00
1005,54.2,M,2024-09-09 02:22:01
1006,53.8,M,2024-09-09 02:22:02
1007,53.8,M,2024-09-09 02:22:03
1008,53.7,M,2024-09-09 02:22:04
1009,53.9,M,2024-09-09 02:22:05
1010,54.0,M,2024-09-09 02:22:06
1011,53.6,M,2024-09-09 02:22:07
1012,53.5,M,2024-09-09 02:22:08
1013,53.2,M,2024-09-09 02:22:09
1014,53.1,M,2024-09-09 02:22:10
1015,53.4,M,2024-09-09 02:22:11
1016,53.7,M,2024-09-09 02:22:12
1017,53.5,M,2024-09-09 02:22:13
1018,53.7,M,2024-09-09 02:22:14
1019,53.7,M,2024-09-09 02:22:15
1020,53.8,M,2024-09-09 02:22:16
1021,53.7,M,2024-09-09 02:22:17
1022,53.3,M,2024-09-09 02:22:18
1023,53.0,M,2024-09-09 02:22:19
1024,53.1,M,2024-09-09 02:22:20
1025,53.6,M,2024-09-09 02:22:21
1026,54.0,M,2024-09-09 02:22:22
1027,54.1,M,2024-09-09 02:22:23
1028,54.1,M,2024-09-09 02:22:24
1029,53.0,M,2024-09-09 02:22:25
1030,52.9,M,2024-09-09 02:22:26
1031,52.8,M,2024-09-09 02:22:27
1032,53.0,M,2024-09-09 02:22:28
1033,53.0,M,2024-09-09 02:22:29
1034,52.8,M,2024-09-09 02:22:30
1035,52.2,M,2024-09-09 02:22:31
1036,51.5,M,2024-09-09 02:22:32
1037,50.4,M,2024-09-09 02:22:33
1038,50.1,M,2024-09-09 02:22:34
1039,52.6,M,2024-09-09 02:22:35
1040,53.0,M,2024-09-09 02:22:36
1041,53.0,M,2024-09-09 02:22:37
1042,52.8,M,2024-09-09 02:22:38
1043,52.5,M,2024-09-09 02:22:39
1044,52.1,M,2024-09-09 02:22:40
1045,51.7,M,2024-09-09 02:22:41
1046,51.3,M,2024-09-09 02:22:42
1047,50.9,M,2024-09-09 02:22:43
1048,51.0,M,2024-09-09 02:22:44
1049,51.2,M,2024-09-09 02:22:45
1050,51.1,M,2024-09-09 02:22:46
1051,51.0,M,2024-09-09 02:22:47
1052,51.0,M,2024-09-09 02:22:48
1053,51.0,M,2024-09-09 02:22:49
1054,51.0,M,2024-09-09 02:22:50
1055,50.9,M,2024-09-09 02:22:51
1056,50.8,M,2024-09-09 02:22:52
1057,50.9,M,2024-09-09 02:22:53
1058,50.8,M,2024-09-09 02:22:54
1059,50.6,M,2024-09-09 02:22:55
1060,50.6,M,2024-09-09 02:22:56
1061,50.5,M,2024-09-09 02:22:57
1062,50.5,M,2024-09-09 02:22:58
1063,50.4,M,2024-09-09 02:22:59
1064,50.3,M,2024-09-09 02:23:00
1065,49.9,M,2024-09-09 02:23:01
1066,49.4,M,2024-09-09 02:23:02
1067,49.1,M,2024-09-09 02:23:03
1068,48.8,M,2024-09-09 02:23:04
1069,48.3,M,2024-09-09 02:23:05
1070,48.1,M,2024-09-09 02:23:06
1071,47.9,M,2024-09-09 02:23:07
1072,48.0,M,2024-09-09 02:23:08
1073,47.9,M,2024-09-09 02:23:09
1074,47.9,M,2024-09-09 02:23:10
1075,47.7,M,2024-09-09 02:23:11
1076,47.5,M,2024-09-09 02:23:12
1077,47.5,M,2024-09-09 02:23:13
1078,47.5,M,2024-09-09 02:23:14
1079,47.3,M,2024-09-09 02:23:15
1080,47.1,M,2024-09-09 02:23:16
1081,47.1,M,2024-09-09 02:23:17
1082,46.8,M,2024-09-09 02:23:18
1083,46.5,M,2024-09-09 02:23:19
1084,46.2,M,2024-09-09 02:23:20
1085,45.9,M,2024-09-09 02:23:21
1086,46.6,M,2024-09-09 02:23:22
1087,46.9,M,2024-09-09 02:23:23
1088,46.9,M,2024-09-09 02:23:24
1089,46.9,M,2024-09-09 02:23:25
1090,46.8,M,2024-09-09 02:23:26
1091,46.8,M,2024-09-09 02:23:27
1092,46.9,M,2024-09-09 02:23:28
1093,46.8,M,2024-09-09 02:23:29
1094,46.7,M,2024-09-09 02:23:30
1095,46.7,M,2024-09-09 02:23:31
1096,47.1,M,2024-09-09 02:23:32
1097,47.6,M,2024-09-09 02:23:33
1098,48.4,M,2024-09-09 02:23:34
1099,48.8,M,2024-09-09 02:23:35
1100,49.2,M,2024-09-09 02:23:36
1101,49.3,M,2024-09-09 02:23:37
1102,49.4,M,2024-09-09 02:23:38
1103,49.5,M,2024-09-09 02:23:39
1104,49.4,M,2024-09-09 02:23:40
1105,49.3,M,2024-09-09 02:23:41
1106,49.3,M,2024-09-09 02:23:42
1107,49.3,M,2024-09-09 02:23:43
1108,49.3,M,2024-09-09 02:23:44
1109,49.2,M,2024-09-09 02:23:45
1110,49.3,M,2024-09-09 02:23:46
1111,49.3,M,2024-09-09 02:23:47
1112,49.3,M,2024-09-09 02:23:48
1113,49.4,M,2024-09-09 02:23:49
1114,49.4,M,2024-09-09 02:23:50
1115,49.5,M,2024-09-09 02:23:51
1116,49.6,M,2024-09-09 02:23:52
1117,49.6,M,2024-09-09 02:23:53
1118,49.6,M,2024-09-09 02:23:54
1119,49.5,M,2024-09-09 02:23:55
1120,49.4,M,2024-09-09 02:23:56
1121,49.4,M,2024-09-09 02:23:57
1122,49.4,M,2024-09-09 02:23:58
1123,49.4,M,2024-09-09 02:23:59
1124,49.7,M,2024-09-09 02:24:00
1125,49.9,M,2024-09-09 02:24:01
1126,49.9,M,2024-09-09 02:24:02
1127,50.0,M,2024-09-09 02:24:03
1128,50.1,M,2024-09-09 02:24:04
1129,50.1,M,2024-09-09 02:24:05
1130,50.2,M,2024-09-09 02:24:06
1131,50.3,M,2024-09-09 02:24:07
1132,50.1,M,2024-09-09 02:24:08
1133,49.9,M,2024-09-09 02:24:09
1134,49.7,M,2024-09-09 02:24:10
1135,49.7,M,2024-09-09 02:24:11
1136,50.0,M,2024-09-09 02:24:12
1137,50.0,M,2024-09-09 02:24:13
1138,49.7,M,2024-09-09 02:24:14
1139,48.8,M,2024-09-09 02:24:15
1140,47.8,M,2024-09-09 02:24:16
1141,47.2,M,2024-09-09 02:24:17
1142,46.7,M,2024-09-09 02:24:18
1143,46.2,M,2024-09-09 02:24:19
1144,46.2,M,2024-09-09 02:24:20
1145,46.0,M,2024-09-09 02:24:21
1146,46.1,M,2024-09-09 02:24:22
1147,45.9,M,2024-09-09 02:24:23
1148,45.7,M,2024-09-09 02:24:24
1149,45.5,M,2024-09-09 02:24:25
1150,45.5,M,2024-09-09 02:24:26
1151,45.3,M,2024-09-09 02:24:27
1152,45.2,M,2024-09-09 02:24:28
1153,45.0,M,2024-09-09 02:24:29
1154,44.7,M,2024-09-09 02:24:30
1155,44.7,M,2024-09-09 02:24:31
1156,44.6,M,2024-09-09 02:24:32
1157,44.5,M,2024-09-09 02:24:33
1158,44.1,M,2024-09-09 02:24:34
1159,44.1,M,2024-09-09 02:24:35
1160,44.1,M,2024-09-09 02:24:36
1161,43.9,M,2024-09-09 02:24:37
1162,43.8,M,2024-09-09 02:24:38
1163,44.0,M,2024-09-09 02:24:39
1164,44.1,M,2024-09-09 02:24:40
1165,44.3,M,2024-09-09 02:24:41
1166,44.4,M,2024-09-09 02:24:42
1167,44.8,M,2024-09-09 02:24:43
1168,44.9,M,2024-09-09 02:24:44
1169,44.8,M,2024-09-09 02:24:45
1170,44.7,M,2024-09-09 02:24:46
1171,44.4,M,2024-09-09 02:24:47
1172,44.2,M,2024-09-09 02:24:48
1173,43.9,M,2024-09-09 02:24:49
1174,43.9,M,2024-09-09 02:24:50
1175,44.0,M,2024-09-09 02:24:51
1176,44.0,M,2024-09-09 02:24:52
1177,44.0,M,2024-09-09 02:24:53
1178,44.1,M,2024-09-09 02:24:54
1179,43.8,M,2024-09-09 02:24:55
1180,43.9,M,2024-09-09 02:24:56
1181,43.5,M,2024-09-09 02:24:57
1182,43.2,M,2024-09-09 02:24:58
1183,42.9,M,2024-09-09 02:24:59
1184,42.5,M,2024-09-09 02:25:00
1185,42.5,M,2024-09-09 02:25:01
1186,42.5,M,2024-09-09 02:25:02
1187,42.6,M,2024-09-09 02:25:03
1188,42.2,M,2024-09-09 02:25:04
1189,42.4,M,2024-09-09 02:25:05
1190,42.3,M,2024-09-09 02:25:06
1191,42.0,M,2024-09-09 02:25:07
1192,41.7,M,2024-09-09 02:25:08
1193,41.4,M,2024-09-09 02:25:09
1194,41.0,M,2024-09-09 02:25:10
1195,40.4,M,2024-09-09 02:25:11
1196,40.0,M,2024-09-09 02:25:12
1197,39.8,M,2024-09-09 02:25:13
1198,39.5,M,2024-09-09 02:25:14
1199,39.4,M,2024-09-09 02:25:15
1200,39.3,M,2024-09-09 02:25:16
1201,39.0,M,2024-09-09 02:25:17
1202,39.0,M,2024-09-09 02:25:18
1203,38.5,M,2024-09-09 02:25:19
1204,38.1,M,2024-09-09 02:25:20
1205,38.1,M,2024-09-09 02:25:21
1206,37.6,M,2024-09-09 02:25:22
1207,37.4,M,2024-09-09 02:25:23
1208,36.5,M,2024-09-09 02:25:24
1209,36.3,M,2024-09-09 02:25:25
1210,36.4,M,2024-09-09 02:25:26
1211,36.2,M,2024-09-09 02:25:27
1212,35.7,M,2024-09-09 02:25:28
1213,35.3,M,2024-09-09 02:25:29
1214,35.0,M,2024-09-09 02:25:30
1215,34.9,M,2024-09-09 02:25:31
1216,35.1,M,2024-09-09 02:25:32
1217,35.3,M,2024-09-09 02:25:33
1218,34.7,M,2024-09-09 02:25:34
1219,34.6,M,2024-09-09 02:25:35
1220,34.2,M,2024-09-09 02:25:36
1221,33.9,M,2024-09-09 02:25:37
1222,33.7,M,2024-09-09 02:25:38
1223,33.2,M,2024-09-09 02:25:39
1224,32.9,M,2024-09-09 02:25:40
1225,32.9,M,2024-09-09 02:25:41
1226,33.0,M,2024-09-09 02:25:42
1227,33.2,M,2024-09-09 02:25:43
1228,33.0,M,2024-09-09 02:25:44
1229,32.9,M,2024-09-09 02:25:45
1230,33.2,M,2024-09-09 02:25:46
1231,33.5,M,2024-09-09 02:25:47
1232,33.6,M,2024-09-09 02:25:48
1233,33.4,M,2024-09-09 02:25:49
1234,33.2,M,2024-09-09 02:25:50
1235,33.1,M,2024-09-09 02:25:51
1236,34.4,M,2024-09-09 02:25:52
1237,35.8,M,2024-09-09 02:25:53
1238,37.2,M,2024-09-09 02:25:54
1239,38.2,M,2024-09-09 02:25:55
1240,39.2,M,2024-09-09 02:25:56
1241,40.3,M,2024-09-09 02:25:57
1242,41.8,M,2024-09-09 02:25:58
1243,43.3,M,2024-09-09 02:25:59
1244,44.6,M,2024-09-09 02:26:00
1245,45.9,M,2024-09-09 02:26:01
1246,47.2,M,2024-09-09 02:26:02
1247,48.8,M,2024-09-09 02:26:03
1248,50.3,M,2024-09-09 02:26:04
1249,51.6,M,2024-09-09 02:26:05
1250,52.9,M,2024-09-09 02:26:06
1251,54.0,M,2024-09-09 02:26:07
1252,55.1,M,2024-09-09 02:26:08
1253,56.2,M,2024-09-09 02:26:09
1254,57.0,M,2024-09-09 02:26:10
1255,57.6,M,2024-09-09 02:26:11
1256,58.3,M,2024-09-09 02:26:12
1257,58.8,M,2024-09-09 02:26:13
1258,59.0,M,2024-09-09 02:26:14
1259,59.8,M,2024-09-09 02:26:15
1260,60.2,M,2024-09-09 02:26:16
1261,60.3,M,2024-09-09 02:26:17
1262,57.0,M,2024-09-09 02:26:18
1263,54.9,M,2024-09-09 02:26:19
1264,54.2,M,2024-09-09 02:26:20
1265,53.1,M,2024-09-09 02:26:21
1266,52.0,M,2024-09-09 02:26:22
1267,50.9,M,2024-09-09 02:26:23
1268,50.2,M,2024-09-09 02:26:24
1269,49.9,M,2024-09-09 02:26:25
1270,49.2,M,2024-09-09 02:26:26
1271,48.8,M,2024-09-09 02:26:27
1272,48.3,M,2024-09-09 02:26:28
1273,48.3,M,2024-09-09 02:26:29
1274,48.3,M,2024-09-09 02:26:30
1275,47.9,M,2024-09-09 02:26:31
1276,47.6,M,2024-09-09 02:26:32
1277,47.2,M,2024-09-09 02:26:33
1278,46.9,M,2024-09-09 02:26:34
1279,46.7,M,2024-09-09 02:26:35
1280,46.5,M,2024-09-09 02:26:36
1281,46.3,M,2024-09-09 02:26:37
1282,46.1,M,2024-09-09 02:26:38
1283,45.9,M,2024-09-09 02:26:39
1284,45.7,M,2024-09-09 02:26:40
1285,45.6,M,2024-09-09 02:26:41
1286,45.8,M,2024-09-09 02:26:42
1287,46.1,M,2024-09-09 02:26:43
1288,46.0,M,2024-09-09 02:26:44
1289,46.2,M,2024-09-09 02:26:45
1290,46.0,M,2024-09-09 02:26:46
1291,45.8,M,2024-09-09 02:26:47
1292,45.4,M,2024-09-09 02:26:48
1293,45.2,M,2024-09-09 02:26:49
1294,45.2,M,2024-09-09 02:26:50
1295,45.8,M,2024-09-09 02:26:51
1296,47.0,M,2024-09-09 02:26:52
1297,48.3,M,2024-09-09 02:26:53
1298,49.3,M,2024-09-09 02:26:54
1299,50.4,M,2024-09-09 02:26:55
1300,51.1,M,2024-09-09 02:26:56
1301,51.7,M,2024-09-09 02:26:57
1302,51.1,M,2024-09-09 02:26:58
1303,50.5,M,2024-09-09 02:26:59
1304,49.9,M,2024-09-09 02:27:00
1305,49.7,M,2024-09-09 02:27:01
1306,48.6,M,2024-09-09 02:27:02
1307,47.1,M,2024-09-09 02:27:03
1308,45.2,M,2024-09-09 02:27:04
1309,43.5,M,2024-09-09 02:27:05
1310,41.1,M,2024-09-09 02:27:06
1311,39.5,M,2024-09-09 02:27:07
1312,37.6,M,2024-09-09 02:27:08
1313,35.8,M,2024-09-09 02:27:09
1314,33.8,M,2024-09-09 02:27:10
1315,31.6,M,2024-09-09 02:27:11
1316,29.3,M,2024-09-09 02:27:12
1317,28.9,M,2024-09-09 02:27:13
1318,28.4,M,2024-09-09 02:27:14
1319,28.0,M,2024-09-09 02:27:15
1320,27.6,M,2024-09-09 02:27:16
1321,27.5,M,2024-09-09 02:27:17
1322,27.4,M,2024-09-09 02:27:18
1323,27.2,M,2024-09-09 02:27:19
